auction_name,auction_slug,period_date,winning_bid_max,winning_bid_min,winning_bid_mean,trading_volume,lots_count,all_auctions_lots_count
Australian Whisky Auctions,australian-whisky-auctions,2021-11-01 00:00:00+00,4078,6,241.85,120684,499,50235
Australian Whisky Auctions,australian-whisky-auctions,2022-01-01 00:00:00+00,10750,3,266.01,200043,752,37474
Australian Whisky Auctions,australian-whisky-auctions,2022-02-01 00:00:00+00,4218,16,268.45,118924,443,44602
Australian Whisky Auctions,australian-whisky-auctions,2022-03-01 00:00:00+00,3060,28,281.94,153096,543,46544
Australian Whisky Auctions,australian-whisky-auctions,2022-04-01 00:00:00+00,4544,23,273.62,112459,411,50951
Australian Whisky Auctions,australian-whisky-auctions,2022-05-01 00:00:00+00,4711,9,277.79,161121,580,45291
Australian Whisky Auctions,australian-whisky-auctions,2022-06-01 00:00:00+00,5639.4,22.6,287.48,122464.6,426,43553
Australian Whisky Auctions,australian-whisky-auctions,2022-07-01 00:00:00+00,7764.4,2.3,280.71,248424.9,885,47042
Australian Whisky Auctions,australian-whisky-auctions,2022-08-01 00:00:00+00,5276.1,11.7,279.31,136864.3,490,40649
Australian Whisky Auctions,australian-whisky-auctions,2022-09-01 00:00:00+00,12392.4,10,351.64,136786.4,389,55429
Australian Whisky Auctions,australian-whisky-auctions,2022-10-01 00:00:00+00,4379.7,11.2,287.59,139483.2,485,49660
Australian Whisky Auctions,australian-whisky-auctions,2022-11-01 00:00:00+00,3901.7,0.6,211.74,196920,930,55340
Australian Whisky Auctions,australian-whisky-auctions,2023-01-01 00:00:00+00,4854.7,5.8,250.37,217074.6,867,39650
Australian Whisky Auctions,australian-whisky-auctions,2023-02-01 00:00:00+00,11625.9,11.3,232.06,210714.6,908,41735
Australian Whisky Auctions,australian-whisky-auctions,2023-03-01 00:00:00+00,6580.1,10.4,237.31,190556.2,803,51697
Australian Whisky Auctions,australian-whisky-auctions,2023-04-01 00:00:00+00,9178.6,3.2,302.18,230868.8,764,37629
Australian Whisky Auctions,australian-whisky-auctions,2023-05-01 00:00:00+00,7396.3,1.1,233.88,154363.2,660,44950
Australian Whisky Auctions,australian-whisky-auctions,2023-06-01 00:00:00+00,11980.3,8,236.57,224738.6,950,45412
Australian Whisky Auctions,australian-whisky-auctions,2023-07-01 00:00:00+00,6817.6,8.9,223.53,271587.9,1215,33595
Bonhams Whisky Auction,bonhams,2008-11-01 00:00:00+00,3400,40,243.25,92190,379,2282
Bonhams Whisky Auction,bonhams,2009-03-01 00:00:00+00,1550,30,197.53,76840,389,1773
Bonhams Whisky Auction,bonhams,2009-06-01 00:00:00+00,3600,30,315.88,107400,340,1988
Bonhams Whisky Auction,bonhams,2009-08-01 00:00:00+00,2600,50,340.6,39850,117,1671
Bonhams Whisky Auction,bonhams,2009-11-01 00:00:00+00,23000,40,346.65,174020,502,2329
Bonhams Whisky Auction,bonhams,2009-12-01 00:00:00+00,4658,38,403.59,241753,599,2559
Bonhams Whisky Auction,bonhams,2010-03-01 00:00:00+00,7500,40,333.33,108664,326,1857
Bonhams Whisky Auction,bonhams,2010-06-01 00:00:00+00,21000,40,342.63,265194,774,2197
Bonhams Whisky Auction,bonhams,2010-08-01 00:00:00+00,18000,50,1571.11,163395,104,1876
Bonhams Whisky Auction,bonhams,2010-11-01 00:00:00+00,5500,20,261.51,123695,473,2372
Bonhams Whisky Auction,bonhams,2010-12-01 00:00:00+00,7708,61,511.63,133024,260,1663
Bonhams Whisky Auction,bonhams,2011-03-01 00:00:00+00,15000,20,350.36,139795,399,2237
Bonhams Whisky Auction,bonhams,2011-04-01 00:00:00+00,13875,80,637.69,181105,284,2108
Bonhams Whisky Auction,bonhams,2011-06-01 00:00:00+00,3200,30,437.96,118250,270,3060
Bonhams Whisky Auction,bonhams,2011-08-01 00:00:00+00,4000,40,281.39,22230,79,1987
Bonhams Whisky Auction,bonhams,2011-10-01 00:00:00+00,15000,20,581.16,140640,242,2933
Bonhams Whisky Auction,bonhams,2011-12-01 00:00:00+00,38000,40,466.03,309911,665,3421
Bonhams Whisky Auction,bonhams,2012-03-01 00:00:00+00,10000,40,522.23,151970,291,2689
Bonhams Whisky Auction,bonhams,2012-05-01 00:00:00+00,10941,397,2402.95,103327,43,3015
Bonhams Whisky Auction,bonhams,2012-06-01 00:00:00+00,14000,40,541.52,272928,504,3154
Bonhams Whisky Auction,bonhams,2012-08-01 00:00:00+00,4500,50,405.76,32055,79,2782
Bonhams Whisky Auction,bonhams,2012-10-01 00:00:00+00,8479,50,587.45,372444,634,3718
Bonhams Whisky Auction,bonhams,2012-11-01 00:00:00+00,17904,188,2170.18,286464,132,3870
Bonhams Whisky Auction,bonhams,2012-12-01 00:00:00+00,5500,40,334.82,66965,200,3901
Bonhams Whisky Auction,bonhams,2013-02-01 00:00:00+00,7500,50,529.07,165070,312,4084
Bonhams Whisky Auction,bonhams,2013-04-01 00:00:00+00,26209,46,807.81,166409,206,4402
Bonhams Whisky Auction,bonhams,2013-05-01 00:00:00+00,10941,278,1592.68,159268,100,3798
Bonhams Whisky Auction,bonhams,2013-06-01 00:00:00+00,5000,60,434.73,123030,283,5024
Bonhams Whisky Auction,bonhams,2013-08-01 00:00:00+00,6000,280,865.71,24240,28,5223
Bonhams Whisky Auction,bonhams,2013-10-01 00:00:00+00,9250,40,509.42,302087,593,6108
Bonhams Whisky Auction,bonhams,2013-11-01 00:00:00+00,17904,169,1523.85,135623,89,6059
Bonhams Whisky Auction,bonhams,2013-12-01 00:00:00+00,11000,60,611.28,114310,187,6365
Bonhams Whisky Auction,bonhams,2014-02-01 00:00:00+00,13000,70,621.08,115520,186,5556
Bonhams Whisky Auction,bonhams,2014-04-01 00:00:00+00,38543,53,487.87,453230,929,7415
Bonhams Whisky Auction,bonhams,2014-05-01 00:00:00+00,2088,149,729.02,77276,106,5546
Bonhams Whisky Auction,bonhams,2014-06-01 00:00:00+00,16000,100,618.55,295050,477,7191
Bonhams Whisky Auction,bonhams,2014-08-01 00:00:00+00,23872,198,2073.13,534867,258,7168
Bonhams Whisky Auction,bonhams,2014-10-01 00:00:00+00,12500,100,642.58,151650,236,8884
Bonhams Whisky Auction,bonhams,2014-11-01 00:00:00+00,10941,99,1509.82,244591,162,8392
Bonhams Whisky Auction,bonhams,2014-12-01 00:00:00+00,12000,100,649,162250,250,8401
Bonhams Whisky Auction,bonhams,2015-02-01 00:00:00+00,25861,298,2347.55,727740,310,7589
Bonhams Whisky Auction,bonhams,2015-03-01 00:00:00+00,17000,100,836.91,173240,207,8920
Bonhams Whisky Auction,bonhams,2015-05-01 00:00:00+00,7460,129,1349.38,153829,114,8625
Bonhams Whisky Auction,bonhams,2015-06-01 00:00:00+00,6000,100,613.46,95700,156,8690
Bonhams Whisky Auction,bonhams,2015-08-01 00:00:00+00,308348,248,3753.49,1302461,347,9762
Bonhams Whisky Auction,bonhams,2015-10-01 00:00:00+00,11000,100,952.5,129540,136,10600
Bonhams Whisky Auction,bonhams,2015-11-01 00:00:00+00,16959,99,1708.21,345059,202,12620
Bonhams Whisky Auction,bonhams,2015-12-01 00:00:00+00,14000,100,1300.26,200240,154,7338
Bonhams Whisky Auction,bonhams,2016-01-01 00:00:00+00,39786,278,2050.98,447113,218,12604
Bonhams Whisky Auction,bonhams,2016-03-01 00:00:00+00,12000,100,744.11,146590,197,11297
Bonhams Whisky Auction,bonhams,2016-05-01 00:00:00+00,4476,139,710.33,38358,54,11184
Bonhams Whisky Auction,bonhams,2016-06-01 00:00:00+00,14000,120,973.39,218040,224,11895
Bonhams Whisky Auction,bonhams,2016-08-01 00:00:00+00,89520,348,3102.11,725894,234,12259
Bonhams Whisky Auction,bonhams,2016-10-01 00:00:00+00,55000,100,1286.37,248270,193,14567
Bonhams Whisky Auction,bonhams,2016-11-01 00:00:00+00,2685,109,794.97,51673,65,16312
Bonhams Whisky Auction,bonhams,2016-12-01 00:00:00+00,7000,120,818.51,115410,141,9915
Bonhams Whisky Auction,bonhams,2017-02-01 00:00:00+00,54707,348,2839.81,207306,73,14096
Bonhams Whisky Auction,bonhams,2017-03-01 00:00:00+00,6000,90,797.15,103630,130,14468
Bonhams Whisky Auction,bonhams,2017-05-01 00:00:00+00,11936,109,1359.7,194437,143,15351
Bonhams Whisky Auction,bonhams,2017-06-01 00:00:00+00,17000,60,1076.01,196910,183,13228
Bonhams Whisky Auction,bonhams,2017-08-01 00:00:00+00,308348,298,4355.1,1106195,254,14386
Bonhams Whisky Auction,bonhams,2017-10-01 00:00:00+00,12500,150,1130.52,436380,386,18564
Bonhams Whisky Auction,bonhams,2017-11-01 00:00:00+00,47744,159,2569.32,426507,166,21855
Bonhams Whisky Auction,bonhams,2017-12-01 00:00:00+00,21000,100,1016.44,182960,180,13669
Bonhams Whisky Auction,bonhams,2018-02-01 00:00:00+00,74600,218,3145.2,1081950,344,17815
Bonhams Whisky Auction,bonhams,2018-03-01 00:00:00+00,14000,100,1165.19,181770,156,16837
Bonhams Whisky Auction,bonhams,2018-05-01 00:00:00+00,646537,159,5749.84,1644453,286,18294
Bonhams Whisky Auction,bonhams,2018-06-01 00:00:00+00,27000,100,1405.16,345670,246,16068
Bonhams Whisky Auction,bonhams,2018-08-01 00:00:00+00,218828,377,4497.01,2113594,470,16684
Bonhams Whisky Auction,bonhams,2018-10-01 00:00:00+00,700000,100,6477.62,1360300,210,22291
Bonhams Whisky Auction,bonhams,2018-11-01 00:00:00+00,4476,129,1150.72,255460,222,26493
Bonhams Whisky Auction,bonhams,2018-12-01 00:00:00+00,75000,21,2563.14,733058,286,24365
Bonhams Whisky Auction,bonhams,2019-03-01 00:00:00+00,500000,100,6939.72,749490,108,29921
Bonhams Whisky Auction,bonhams,2019-05-01 00:00:00+00,64653,79,1566.7,412041,263,25948
Bonhams Whisky Auction,bonhams,2019-06-01 00:00:00+00,22000,190,1369.4,320440,234,25303
Bonhams Whisky Auction,bonhams,2019-08-01 00:00:00+00,576910,397,5723.69,1963226,343,23428
Bonhams Whisky Auction,bonhams,2019-10-01 00:00:00+00,80000,150,1790.71,583770,326,32793
Bonhams Whisky Auction,bonhams,2019-11-01 00:00:00+00,5470,69,924.97,135970,147,31723
Bonhams Whisky Auction,bonhams,2019-12-01 00:00:00+00,24000,100,1021,316510,310,31485
Bonhams Whisky Auction,bonhams,2020-02-01 00:00:00+00,74600,149,2857.86,480120,168,31326
Bonhams Whisky Auction,bonhams,2020-03-01 00:00:00+00,18000,100,1326.77,217590,164,22760
Bonhams Whisky Auction,bonhams,2020-05-01 00:00:00+00,19893,179,1955.49,293324,150,28558
Bonhams Whisky Auction,bonhams,2020-06-01 00:00:00+00,10000,220,1320.03,217805,165,28829
Bonhams Whisky Auction,bonhams,2020-08-01 00:00:00+00,18696,177,2453.99,390184,159,34880
Bonhams Whisky Auction,bonhams,2020-10-01 00:00:00+00,65000,280,2705.05,284030,105,43036
Bonhams Whisky Auction,bonhams,2020-11-01 00:00:00+00,68037,340,6070.03,2306610,380,45162
Bonhams Whisky Auction,bonhams,2020-12-01 00:00:00+00,8500,160,1347.5,107800,80,40691
Bonhams Whisky Auction,bonhams,2021-01-01 00:00:00+00,79841,187,3423.47,845597,247,31995
Bonhams Whisky Auction,bonhams,2021-02-01 00:00:00+00,88347,297,4906.46,402330,82,35065
Bonhams Whisky Auction,bonhams,2021-05-01 00:00:00+00,19961,90,1908.08,295752,155,42530
Bonhams Whisky Auction,bonhams,2021-06-01 00:00:00+00,16100,150,2386.84,136050,57,37702
Bonhams Whisky Auction,bonhams,2021-08-01 00:00:00+00,339514,235,4425.66,1858779,420,42409
Bonhams Whisky Auction,bonhams,2021-09-01 00:00:00+00,7000,100,1321.11,107010,81,38731
Bonhams Whisky Auction,bonhams,2021-11-01 00:00:00+00,90727,124,5548.16,1952953,352,50235
Bonhams Whisky Auction,bonhams,2021-12-01 00:00:00+00,68000,110,2771.25,133020,48,44158
Bonhams Whisky Auction,bonhams,2022-01-01 00:00:00+00,94639,264,4541.35,1789291,394,37474
Bonhams Whisky Auction,bonhams,2022-03-01 00:00:00+00,65000,220,1590.13,252830,159,46544
Bonhams Whisky Auction,bonhams,2022-04-01 00:00:00+00,95000,190,3556.34,465880,131,50951
Bonhams Whisky Auction,bonhams,2022-05-01 00:00:00+00,394785.8,171,4992.81,2800964.4,561,45291
Bonhams Whisky Auction,bonhams,2022-06-01 00:00:00+00,65000,130,2208.1,324590,147,43553
Bonhams Whisky Auction,bonhams,2022-08-01 00:00:00+00,7360.7,136.7,1975.76,187697.4,95,40649
Bonhams Whisky Auction,bonhams,2022-09-01 00:00:00+00,22000,5,1667.05,256725,154,55429
Bonhams Whisky Auction,bonhams,2022-11-01 00:00:00+00,65139,206.3,3249.37,591385.6,182,55340
Bonhams Whisky Auction,bonhams,2022-12-01 00:00:00+00,13000,140,1502.89,67630,45,53794
Bonhams Whisky Auction,bonhams,2023-05-01 00:00:00+00,30232.2,150,2639.93,583424.6,221,44950
Catawiki Whisky Auction,catawiki,2019-01-01 00:00:00+00,3220,9,150.55,102676,682,18471
Catawiki Whisky Auction,catawiki,2019-02-01 00:00:00+00,5298,1,178.34,452438,2537,27105
Catawiki Whisky Auction,catawiki,2019-03-01 00:00:00+00,6154,1,175.37,475423,2711,29921
Catawiki Whisky Auction,catawiki,2019-04-01 00:00:00+00,7281,1,195.34,508269,2602,27392
Catawiki Whisky Auction,catawiki,2019-05-01 00:00:00+00,4140,2,167.48,406486,2427,25948
Catawiki Whisky Auction,catawiki,2019-06-01 00:00:00+00,8426,2,166.25,401320,2414,25303
Catawiki Whisky Auction,catawiki,2019-07-01 00:00:00+00,6280,1,159.26,336844,2115,27617
Catawiki Whisky Auction,catawiki,2019-08-01 00:00:00+00,12761,1,157.8,371154,2352,23428
Catawiki Whisky Auction,catawiki,2019-09-01 00:00:00+00,2716,1,151.58,473675,3125,30169
Catawiki Whisky Auction,catawiki,2019-10-01 00:00:00+00,7917,1,142.06,474350,3339,32793
Catawiki Whisky Auction,catawiki,2019-11-01 00:00:00+00,5806,3,156.43,548601,3507,31723
Catawiki Whisky Auction,catawiki,2019-12-01 00:00:00+00,4261,1,150.06,530471,3535,31485
Catawiki Whisky Auction,catawiki,2020-01-01 00:00:00+00,5871,1,161.39,507099,3142,26222
Catawiki Whisky Auction,catawiki,2020-02-01 00:00:00+00,5892,1,149.27,630386,4223,31326
Catawiki Whisky Auction,catawiki,2020-03-01 00:00:00+00,6696,13,180.01,696113,3867,22760
Catawiki Whisky Auction,catawiki,2020-04-01 00:00:00+00,7431,5,180.44,638199,3537,17023
Catawiki Whisky Auction,catawiki,2020-05-01 00:00:00+00,8690,13,175.4,765991,4367,28558
Catawiki Whisky Auction,catawiki,2020-06-01 00:00:00+00,6126,9,171.66,719761,4193,28829
Catawiki Whisky Auction,catawiki,2020-07-01 00:00:00+00,6511,14,170.8,592837,3471,31656
Catawiki Whisky Auction,catawiki,2020-08-01 00:00:00+00,5673,1,167.51,447424,2671,34880
Catawiki Whisky Auction,catawiki,2020-09-01 00:00:00+00,5552,1,165.09,474962,2877,36287
Catawiki Whisky Auction,catawiki,2020-10-01 00:00:00+00,7258,5,174.37,739485,4241,43036
Catawiki Whisky Auction,catawiki,2020-11-01 00:00:00+00,27062,2,202.97,1041663,5132,45162
Catawiki Whisky Auction,catawiki,2020-12-01 00:00:00+00,8984,7,189.25,960643,5076,40691
Catawiki Whisky Auction,catawiki,2021-01-01 00:00:00+00,6293,7,194.09,905052,4663,31995
Catawiki Whisky Auction,catawiki,2021-02-01 00:00:00+00,5292,9,187.78,904720,4818,35065
Catawiki Whisky Auction,catawiki,2021-03-01 00:00:00+00,8656,14,187.35,928329,4955,38735
Catawiki Whisky Auction,catawiki,2021-04-01 00:00:00+00,8094,5,162.83,766287,4706,43356
Catawiki Whisky Auction,catawiki,2021-05-01 00:00:00+00,5212,9,178.74,778943,4358,42530
Catawiki Whisky Auction,catawiki,2021-06-01 00:00:00+00,5576,9,179.78,651526,3624,37702
Catawiki Whisky Auction,catawiki,2021-07-01 00:00:00+00,7699,9,188.65,568226,3012,36170
Catawiki Whisky Auction,catawiki,2021-08-01 00:00:00+00,4779,3,170.76,544215,3187,42409
Catawiki Whisky Auction,catawiki,2021-09-01 00:00:00+00,8997,1,177.9,729223,4099,38731
Catawiki Whisky Auction,catawiki,2021-10-01 00:00:00+00,12677,1,175.99,743018,4222,43367
Catawiki Whisky Auction,catawiki,2021-11-01 00:00:00+00,16973,6,213.12,827955,3885,50235
Catawiki Whisky Auction,catawiki,2021-12-01 00:00:00+00,15984,3,183.2,929742,5075,44158
Catawiki Whisky Auction,catawiki,2022-01-01 00:00:00+00,17556,8,199.76,941460,4713,37474
Catawiki Whisky Auction,catawiki,2022-02-01 00:00:00+00,14991,1,189.75,927699,4889,44602
Catawiki Whisky Auction,catawiki,2022-03-01 00:00:00+00,8308,1,182.61,959411,5254,46544
Catawiki Whisky Auction,catawiki,2022-04-01 00:00:00+00,25699,1,197.58,941881,4767,50951
Catawiki Whisky Auction,catawiki,2022-05-01 00:00:00+00,19308,1,195.52,1003218.2,5131,45291
Catawiki Whisky Auction,catawiki,2022-06-01 00:00:00+00,6080.4,2.6,187.23,802829.7,4288,43553
Catawiki Whisky Auction,catawiki,2022-07-01 00:00:00+00,10769.4,2.5,190.26,797960,4194,47042
Catawiki Whisky Auction,catawiki,2022-08-01 00:00:00+00,4468.7,7.6,195.02,712988.6,3656,40649
Catawiki Whisky Auction,catawiki,2022-09-01 00:00:00+00,4774,6.9,197.89,828783,4188,55429
Catawiki Whisky Auction,catawiki,2022-10-01 00:00:00+00,7978.3,2.6,186.43,1092109,5858,49660
Catawiki Whisky Auction,catawiki,2022-11-01 00:00:00+00,5591.3,4.4,185.15,1115317.1,6024,55340
Catawiki Whisky Auction,catawiki,2022-12-01 00:00:00+00,14234.4,2.6,184.13,1087289.9,5905,53794
Catawiki Whisky Auction,catawiki,2023-01-01 00:00:00+00,15517.5,5.3,218.02,1212867.5,5563,39650
Catawiki Whisky Auction,catawiki,2023-02-01 00:00:00+00,42311,1.8,222.78,1278102.1,5737,41735
Catawiki Whisky Auction,catawiki,2023-03-01 00:00:00+00,7470.1,5.4,194.26,1244804.2,6408,51697
Catawiki Whisky Auction,catawiki,2023-04-01 00:00:00+00,14957.8,0,192.42,1095848.9,5695,37629
Catawiki Whisky Auction,catawiki,2023-05-01 00:00:00+00,11398.8,2.6,196.08,1140037.8,5814,44950
Catawiki Whisky Auction,catawiki,2023-06-01 00:00:00+00,10307.4,0,203.41,809349.4,3979,45412
Catawiki Whisky Auction,catawiki,2023-07-01 00:00:00+00,8166.5,5.2,183.93,880485.2,4787,33595
Celtic Whiskey Auction,celtic-whiskey-auction,2018-11-01 00:00:00+00,24697,0,368.4,72206,196,26493
Celtic Whiskey Auction,celtic-whiskey-auction,2019-01-01 00:00:00+00,21912,4,305.07,72911,239,18471
Celtic Whiskey Auction,celtic-whiskey-auction,2019-03-01 00:00:00+00,2794,19,251.96,54423,216,29921
Celtic Whiskey Auction,celtic-whiskey-auction,2019-05-01 00:00:00+00,28893,7,410.16,93517,228,25948
Celtic Whiskey Auction,celtic-whiskey-auction,2019-07-01 00:00:00+00,5742,4,220.72,58932,267,27617
Celtic Whiskey Auction,celtic-whiskey-auction,2019-08-01 00:00:00+00,1823,1171,1334.4,20016,15,23428
Celtic Whiskey Auction,celtic-whiskey-auction,2019-09-01 00:00:00+00,7134,17,227.9,47176,207,30169
Celtic Whiskey Auction,celtic-whiskey-auction,2019-11-01 00:00:00+00,2580,0,151.44,45130,298,31723
Celtic Whiskey Auction,celtic-whiskey-auction,2020-01-01 00:00:00+00,8508,0,265.42,47511,179,26222
Celtic Whiskey Auction,celtic-whiskey-auction,2020-03-01 00:00:00+00,3242,0,146.19,57451,393,22760
Celtic Whiskey Auction,celtic-whiskey-auction,2020-05-01 00:00:00+00,2911,4,256.4,41024,160,28558
Celtic Whiskey Auction,celtic-whiskey-auction,2020-07-01 00:00:00+00,2759,5,182.62,84917,465,31656
Celtic Whiskey Auction,celtic-whiskey-auction,2020-09-01 00:00:00+00,2429,11,188.02,50012,266,36287
Celtic Whiskey Auction,celtic-whiskey-auction,2020-11-01 00:00:00+00,3076,5,170.69,44209,259,45162
Celtic Whiskey Auction,celtic-whiskey-auction,2021-01-01 00:00:00+00,9530,15,390.87,64494,165,31995
Celtic Whiskey Auction,celtic-whiskey-auction,2021-03-01 00:00:00+00,4371,4,248.17,77925,314,38735
Celtic Whiskey Auction,celtic-whiskey-auction,2021-05-01 00:00:00+00,6705,28,308.43,63537,206,42530
Celtic Whiskey Auction,celtic-whiskey-auction,2021-06-01 00:00:00+00,3911,8,252.07,22182,88,37702
Celtic Whiskey Auction,celtic-whiskey-auction,2021-07-01 00:00:00+00,1606,30,274.94,27219,99,36170
Celtic Whiskey Auction,celtic-whiskey-auction,2021-08-01 00:00:00+00,1244,36,204.35,21048,103,42409
Celtic Whiskey Auction,celtic-whiskey-auction,2021-09-01 00:00:00+00,7089,15,295.26,28640,97,38731
Celtic Whiskey Auction,celtic-whiskey-auction,2021-10-01 00:00:00+00,4648,9,164.88,25556,155,43367
Celtic Whiskey Auction,celtic-whiskey-auction,2021-11-01 00:00:00+00,4844,8,171.54,79765,465,50235
Celtic Whiskey Auction,celtic-whiskey-auction,2021-12-01 00:00:00+00,18049,8,348.87,49888,143,44158
Celtic Whiskey Auction,celtic-whiskey-auction,2022-01-01 00:00:00+00,1227,24,284.69,17651,62,37474
Celtic Whiskey Auction,celtic-whiskey-auction,2022-02-01 00:00:00+00,1964,26,292.43,33045,113,44602
Celtic Whiskey Auction,celtic-whiskey-auction,2022-03-01 00:00:00+00,2338,16,338.32,32817,97,46544
Celtic Whiskey Auction,celtic-whiskey-auction,2022-04-01 00:00:00+00,2904.3,23.6,274.58,41736.6,152,50951
Celtic Whiskey Auction,celtic-whiskey-auction,2022-05-01 00:00:00+00,3953.2,9.4,334.08,45768.3,137,45291
Celtic Whiskey Auction,celtic-whiskey-auction,2022-06-01 00:00:00+00,1594.6,18.1,199.39,17346.6,87,43553
Celtic Whiskey Auction,celtic-whiskey-auction,2022-07-01 00:00:00+00,7933.7,22.7,387.73,56220.5,145,47042
Celtic Whiskey Auction,celtic-whiskey-auction,2022-08-01 00:00:00+00,5175.1,16.1,303.14,39105.6,129,40649
Celtic Whiskey Auction,celtic-whiskey-auction,2022-09-01 00:00:00+00,8402.3,26.8,445.74,45465.1,102,55429
Celtic Whiskey Auction,celtic-whiskey-auction,2022-10-01 00:00:00+00,4483.1,7.8,334.03,44760.2,134,49660
